Title,Description,Department,Levels,Class Quota,Waitlist Maximum,Instructor,CRN,Time,Days,Date,Where,Course Type,Method,Credit Hours
['MUSC 162 - The Cultural Study of Music'],['General education fine arts course. A view of music as a global and cultural art form. For the general student to better understand the importance and significance of music in all world cultures. Course includes diversity content.'],School of Music,Undergraduate,120,5,Trevor Rand Nelson (P),12697,08:00 AM - 09:15 AM,TR,8/19/2024-12/12/2024,Main Campus Jabara Hall 127,Lecture,TCI,3
['MUSC 164 - Popular Music of the Americas'],"['General education fine arts course. Survey of the evolution of popular musical styles and practices in the western world through the present. Includes lectures, reference readings and representative examples of music. Course includes diversity content.']",School of Music,Undergraduate,65,10,Trevor Rand Nelson (P),15666,02:00 PM - 03:15 PM,TR,8/19/2024-12/12/2024,Main Campus McKinley Hall 218,Lecture,TCI,3
['MUSC 227 - Theory III'],"[""Study of chromatic harmony, including secondary functions, mode mixture, Neapolitan and augmented sixth, and other 19th century harmonic practices such as enharmonic modulations and symmetrical octave divisions. Overview of sonata form. Prerequisite(s): MUSC 128; instructor's consent required for special honors credit.""]",School of Music,Undergraduate,25,0,Jacy  Pedersen (P),10342,08:30 AM - 09:20 AM,TR,8/19/2024-12/12/2024,Main Campus Duerksen Fine Arts Center B202,Lecture,TCI,2
['MUSC 229 - Aural Skills 3'],"['The development of critical listening, reading and performing skills for the college-level musician. The perception and performance of tonal music from common-practice-period classical music through Popular music use these tools. This course continues diatonic practices with an emphasis on Chromatic harmony and form, up to Post-Tonal theory. Developing the “mind’s ear” includes but is not limited to singing, audiation, critical listening, error detection, improvisation, inference, and melodic and harmonic dictation skills. Prerequisite(s): MUSC 130.']",School of Music,Undergraduate,20,0,Andrea Elizabeth Banke (P),10345,11:00 AM - 11:50 AM,TR,8/19/2024-12/12/2024,Main Campus Duerksen Fine Arts Center B203,Lecture,TCI,2
['MUSC 240 - Jazz Music Theory'],"['Introduces jazz music theory with emphasis on chord progression, chord extensions and symbols, with practical knowledge of common practice theory. Prerequisite(s): MUSC 128.']",School of Music,Undergraduate,20,0,Mark T Foley (P),10346,08:30 AM - 09:20 AM,MW,8/19/2024-12/12/2024,Main Campus Duerksen Fine Arts Center B103,Lecture,TCI,2
['MUSC 241 - Jazz Aural Skills'],"['Designed to help develop practical ear training for skills used in jazz performance, stressing the importance of the aural tradition. Prerequisite(s): MUSC 229.']",School of Music,Undergraduate,20,0,Mark T Foley (P),10348,09:30 AM - 10:20 AM,MW,8/19/2024-12/12/2024,Main Campus Duerksen Fine Arts Center B103,Lecture,TCI,2
['MUSC 259 - Intro to Music Composition'],['Intended for students who are interested in exploring contemporary art music composition. Students meet in a classroom setting focusing on different compositional techniques each week. Weekly composition etudes are assigned with performances of student etudes in class. Prerequisite(s): MUSC 127.'],School of Music,Undergraduate,15,0,David John MacDonald (P),10350,11:30 AM - 12:20 PM,MW,8/19/2024-12/12/2024,Main Campus Duerksen Fine Arts Center B102,Appointment Course,TCI,2
['MUSC 260 - Beginning Music Composition'],"['Intended for students who want continued study in contemporary art music composition. Students meet in small group lessons where work on small projects is done, and a concert is given at some point in the academic year. Repeatable for credit. Prerequisite(s): MUSC 259.']",School of Music,Undergraduate,8,0,David John MacDonald (P),10351,11:30 AM - 12:20 PM,R,8/19/2024-12/12/2024,Main Campus Duerksen Fine Arts Center B201,Appointment Course,TCI,2
['MUSC 334 - History of Music I'],"[""General education fine arts course. Survey of the evolution of musical styles and practices in the Western world through 1750. Includes lectures, reference readings and studies representative examples of music. Prerequisite(s): MUSC 113, 227, or instructor's consent.""]",School of Music,Undergraduate,35,0,Trevor Rand Nelson (P),10353,09:30 AM - 10:45 AM,MW,8/19/2024-12/12/2024,Main Campus Duerksen Fine Arts Center B101,Lecture,TCI,3
['MUSC 346 - Styles of Jazz'],['General education fine arts course. Surveys all eras in the evolution of the many styles in the jazz idiom from the end of the l9th century to the present. Open to majors and nonmajors. Course includes diversity content.'],School of Music,Undergraduate,50,0,Steven Mark Hatfield (P),12957,TBA,TBA,8/19/2024-12/12/2024,Online ONLINE,Lecture,OLA,3
['MUSC 523 - Form and Analysis'],['Extensive analysis of the forms and formal processes of musical literature. This course covers scholarship on musical form and critically examines methodologies on their own terms and how they relate to others. Prerequisite(s): MUSC 128.'],School of Music,Undergraduate and Graduate,20,0,Jacy  Pedersen (P),10359,09:30 AM - 10:20 AM,TR,8/19/2024-12/12/2024,Main Campus Duerksen Fine Arts Center B202,Lecture,TCI,2
['MUSC 560 - Applied Composition'],"['Individual study in advanced musical composition emphasizing writing for small ensembles in the smaller forms. For theory-composition majors. Repeatable for credit. Prerequisite(s): MUSC 260 and consent of theory-composition area faculty and musicology-composition coordinator, to continue as a theory-composition major.']",School of Music,Undergraduate and Graduate,5,0,David John MacDonald (P),11522,11:30 AM - 12:20 PM,R,8/19/2024-12/12/2024,Main Campus Duerksen Fine Arts Center B201,Appointment Course,TCI,2
['MUSC 561 - 18th Century Counterpoint'],['Contrapuntal devices of the 18th century as found in the works of J.S. Bach. Prerequisite(s): MUSC 128.'],School of Music,Undergraduate and Graduate,20,0,Courtney Elizabeth Long (P),10361,09:30 AM - 10:20 AM,TR,8/19/2024-12/12/2024,Main Campus Duerksen Fine Arts Center B102,Lecture,TCI,2
['MUSC 587 - Organ Literature & Design I'],['Broad survey of the historical eras of organ literature and design. Open to non-organ majors. Prerequisite(s): minimum of two years applied organ study or departmental consent.'],School of Music,Undergraduate and Graduate,10,0,Lynne  Davis (P),14534,TBA,TBA,8/19/2024-12/12/2024,Main Campus,Lecture,TCI,2
['MUSC 660 - Applied Composition'],"[""Individual study in musical composition emphasizing writing for both small ensembles and large groups in the larger forms. Repeatable for credit. Prerequisite(s): MUSC 560 and instructor's consent.""]",School of Music,Undergraduate and Graduate,5,0,David John MacDonald (P),11526,11:30 AM - 12:20 PM,R,8/19/2024-12/12/2024,Main Campus Duerksen Fine Arts Center B201,Appointment Course,TCI,2
['MUSC 728 - Choral Literature Baroque'],['A historical and stylistic survey of choral literature of the Baroque era. Course includes diversity content.'],School of Music,Undergraduate and Graduate,3,0,Ryan N Beeken (P),16593,04:30 PM - 06:15 PM,W,8/19/2024-12/12/2024,Main Campus Duerksen Fine Arts Center B201,Lecture,TCI,2
['MUSC 782 - Piano Literature I'],['Survey of the historical eras of professional piano repertory.'],School of Music,Undergraduate and Graduate,12,0,Warren David Kim (P),16596,01:30 PM - 02:20 PM,MW,8/19/2024-12/12/2024,Main Campus Duerksen Fine Arts Center B203,Lecture,TCI,2
['MUSC 786 - Chamber Music Literature 1'],"['Survey of composers, styles and works of chamber music from Baroque to about 1828.']",School of Music,Undergraduate and Graduate,3,0,Leonid Viktorovich Shukaev (P),16560,01:30 PM - 02:20 PM,MW,8/19/2024-12/12/2024,Main Campus Duerksen Fine Arts Center B102,Lecture,TCI,2
['MUSC 830 - Seminar in Music Theory'],"['An analytical study of the materials used in musical composition from antiquity to the present, employing analytical approaches such as Schenker, Hindemith and serial techniques. Develops analytical perspective rather than compositional skills.']",School of Music,Graduate,20,5,Courtney Elizabeth Long (P),12696,11:00 AM - 12:15 PM,MW,8/19/2024-12/12/2024,Main Campus Duerksen Fine Arts Center B103,Lecture,TCI,3
['MUSC 852 - Intro to Bibliogr/Rsrch'],['Techniques of research and development of bibliography in music and music education. Course must be elected the first available semester of enrollment in MM or MME programs.'],School of Music,Graduate,20,5,Kelly Marie St. Pierre (P),10365,11:00 AM - 12:15 PM,MW,8/19/2024-12/12/2024,Main Campus Duerksen Fine Arts Center B101,Lecture,TCI,3
['MUSC 860 - Advanced Composition'],['Original work in the large forms and a continuation and expansion of MUSC 659-660. Repeatable for credit. Prerequisite(s): MUSC 660 or equivalent.'],School of Music,Graduate,5,0,David John MacDonald (P),11527,11:30 AM - 12:20 PM,R,8/19/2024-12/12/2024,Main Campus Duerksen Fine Arts Center B201,Appointment Course,TCI,2
['MUSC 875 - Thesis Research'],['Student-driven research experience to address a specific research question. Potential topics should be formulated by the student and discussed with their advisor. Repeatable for credit.'],School of Music,Graduate,5,0,David John MacDonald (P),11706,TBA,TBA,8/19/2024-12/12/2024,Main Campus,Individual Research,TCI,2
['MUSC 876 - Thesis'],['Student-driven research experience to address a specific research question. Potential topics should be formulated by the student and discussed with their advisor. Repeatable for credit.'],School of Music,Graduate,5,0,David John MacDonald (P),10367,TBA,TBA,8/19/2024-12/12/2024,Main Campus,Individual Research,TCI,2
['MUSE 171 - Orientation to Music Educ'],['Looks at the concepts of comprehensive musicianship and develops strategies for leading music activities in a variety of scenarios. Learn observation techniques appropriate for viewing a wide range of instrumental and vocal performances.'],School of Music,Undergraduate,50,0,Thomas R Wine (P),10368,11:00 AM - 12:20 PM,TR,8/19/2024-12/12/2024,Main Campus Duerksen Fine Arts Center B101,Lecture,TCI,1
['MUSE 238 - Wind & Perc Meth I - Wood Emph'],"['Woodwind Emphasis. Prepares the prospective instrumental music instructor to effectively teach band instruments in the public school setting. Includes discussions of teaching techniques, identification of problems peculiar to each instrument, care and minor repair, instructional materials and the development of playing skills on at least two woodwind instruments. Students demonstrate proficiency on at least two woodwind instruments.']",School of Music,Undergraduate,15,0,Steven R Oare (P),10371,08:00 AM - 09:15 AM,TR,8/19/2024-12/12/2024,Main Campus Duerksen Fine Arts Center C104,Lecture,TCI,1
['MUSE 239 - Wind & Perc Mthd II Brass Emph'],"['Brass Emphasis. Prepares the prospective instrumental music instructor to effectively teach band instruments in the public school setting. Includes discussions of teaching techniques, identification of problems peculiar to each instrument, care and minor repair, instructional materials and the development of playing skills on at least two brass instruments. Students demonstrate proficiency on at least two brass instruments.']",School of Music,Undergraduate,15,0,Steven R Oare (P),10374,08:00 AM - 09:15 AM,TR,8/19/2024-12/12/2024,Main Campus Duerksen Fine Arts Center C104,Lecture,TCI,1
['MUSE 240 - Wind & Perc Methd III Perc Emp'],"['Percussion Emphasis. Prepares the prospective instrumental music instructor to effectively teach band instruments in the public school setting. Includes discussions of teaching techniques, identification of problems peculiar to each instrument, care and minor repair, instructional materials and the development of playing skills on at least two percussion instruments. Students demonstrate proficiency on at least two percussion instruments.']",School of Music,Undergraduate,15,0,Steven R Oare (P),11552,08:00 AM - 09:15 AM,TR,8/19/2024-12/12/2024,Main Campus Duerksen Fine Arts Center C104,Lecture,TCI,1
['MUSE 241 - String Rehearsal Methods'],"['Prepares the prospective instrumental music instructor to effectively teach band instruments in the public school setting. Includes discussions of teaching techniques, identification of problems peculiar to each instrument, care and minor repair, instructional materials and the development of playing skills on at least two string instruments. Students demonstrate proficiency on at least two string instruments.']",School of Music,Undergraduate,15,0,Timothy David Jones (P),10377,09:30 AM - 10:45 AM,TR,8/19/2024-12/12/2024,Main Campus Duerksen Fine Arts Center C107,Lecture,TCI,1
['MUSE 242 - Wind/Percus Rehrsal Meths'],['Wind and percussion techniques and materials for grades 4-12. Required of majors in choral/keyboard program and choral/keyboard majors in special music education program.'],School of Music,Undergraduate,20,0,Steven R Oare (P),11108,08:00 AM - 09:15 AM,TR,8/19/2024-12/12/2024,Main Campus Duerksen Fine Arts Center C104,Lecture,TCI,1
['MUSE 243 - Wind & Perc Methd Lab Reh Emph'],"['Rehearsal Emphasis. Provides experience in teaching and rehearsing the beginning/intermediate band and orchestra. Includes experiences in teaching and assessing new concepts and skills. Using peer teaching, students have opportunities to develop tone, technique, balance, blend and tuning, while rehearsing pieces from method books and concert music. Prerequisite(s): MUSE 238, MUSE 239 and MUSE 241. Corequisite(s): MUSE 240.']",School of Music,Undergraduate,40,0,Steven R Oare (P),11553,08:00 AM - 10:45 AM,T,8/19/2024-12/12/2024,Main Campus Duerksen Fine Arts Center C104,Lecture,TCI,1
['MUSE 271 - Intro to Music Education'],"[""Demonstrate familiarity with the scope and program of K-12 music education. Articulate a current music education philosophy while developing leadership skills for a variety of music activities and teaching scenarios. Pre- or corequisite(s): MUSE 171 (can be taken concurrently with instructor's consent).""]",School of Music,Undergraduate,30,0,Steven R Oare (P),10379,08:00 AM - 09:20 AM,F,8/19/2024-12/12/2024,Main Campus Duerksen Fine Arts Center B102,Lecture,TCI,2
['MUSE 303 - Elem & General Music Methods'],"[""An overview of activities for elementary general music programs. Includes a study of objectives for elementary and general music with consideration of materials and methods. Focus is on program considerations for general music based on child and adolescent musical development. Includes conceptual and skill-based learning sequences, singing skills, use of classroom instruments, lesson planning, and music classroom management. Prerequisite(s): MUSE 271 or instructor's consent.""]",School of Music,Undergraduate,15,0,Elaine D Bernstorf (P),11203,08:00 AM - 09:15 AM,F,8/19/2024-12/12/2024,Main Campus Duerksen Fine Arts Center B103,Lecture,TCI,2
['MUSE 305 - Pre-Student Teaching'],"[""This field-based course allows the student to spend extended time in an appropriate music classroom working with a cooperating teacher. Provides opportunities for the student to plan and design instruction, implement instruction and reflect on the role of the practitioner. Prerequisite(s): acceptance into teacher education and instructor's consent;  MUSE 311.""]",School of Music,Undergraduate,15,0,Steven R Oare (P),10381,11:00 AM - 12:20 PM,R,8/19/2024-12/12/2024,Main Campus Duerksen Fine Arts Center B103,Experiential,TCI,1
['MUSE 309 - Special Music Ed Methods'],"['Presents methods for teaching music to special education students at the early childhood, elementary and secondary levels in public schools and related services settings. Includes music settings in regular and alternative schools and classes including identification, objectives, appropriate activities, materials, planning and implementation techniques. Addresses grades PK–12 and transitional settings. Students are provided with suggestions for volunteer applied and service learning opportunities that support the course content. Course includes diversity content.']",School of Music,Undergraduate,5,0,Elaine D Bernstorf (P),10382,08:00 AM - 08:50 AM,TR,8/19/2024-12/12/2024,Main Campus Duerksen Fine Arts Center B102,Lecture,TCI,2
['MUSE 311 - Intro Diversity Field Experinc'],"['To support the coursework in Core I, this field experience provides students with opportunities to observe and interact with diverse populations in the context of classroom, community and family settings. Course includes diversity content. Prerequisite(s): admission to teacher education. Pre- or corequisite(s): MUSE 303 or MUSE 323 or MUSE 324.']",School of Music,Undergraduate,15,10,Amanda Marie Vanausdall (P),12700,11:00 AM - 12:20 PM,T,8/19/2024-12/12/2024,Main Campus Duerksen Fine Arts Center B103,Experiential,TCI,1
['MUSE 319 - Practicum Spec Mus Edu'],"[""Gives the BME special education candidate experience in assisting and teaching in special education classrooms or other appropriate special music education settings. Repeatable for up to 4 credit hours. Course includes diversity content. Pre- or corequisite(s): MUSE 271 or instructor's consent.""]",School of Music,Undergraduate,12,4,Elaine D Bernstorf (P),17549,09:30 AM - 10:20 AM,F,8/19/2024-12/12/2024,Main Campus Duerksen Fine Arts Center B102,Experiential,TCI,1
['MUSE 342 - Surv Choral Technqs and Lit'],['Studies basic techniques of ensembles and examines literature for large and small ensembles. Includes song leading. Required for all music education majors. Grades 6-12. Prerequisite(s): MUSP 651 or MUSP 691.'],School of Music,Undergraduate,12,5,Thomas R Wine (P),10383,08:00 AM - 09:15 AM,F,8/19/2024-12/12/2024,Main Campus Duerksen Fine Arts Center B201,Lecture,TCI,2
['MUSE 405 - Teaching Internship Seminar'],"['Emphasizes special problems related to preparation for student teaching; consideration of the vocal and general music programs at all levels. To be taken during student teaching semester. Grades K-12. Includes content area reading modules. Prerequisite(s): MUSE 303, 305 with a B- or better, and either 323 or 324.']",School of Music,Undergraduate,20,0,Amanda Marie Vanausdall (P),10384,03:30 PM - 05:00 PM,T,8/19/2024-12/12/2024,Main Campus Duerksen Fine Arts Center B103,Seminar,TCI,1
['MUSE 451 - Tchg Internship Elem Sch:Music'],"['Student teaching internship at the elementary school level. Prerequisite(s): acceptance into teacher education, methods in the subject area, MUSE 305 with a B- or better, 2.500 GPA in the major. Pre- or corequisite(s): MUSE 405.']",School of Music,Undergraduate,15,0,Amanda Marie Vanausdall (P),13778,TBA,TBA,8/19/2024-12/12/2024,Main Campus,Experiential,TCI,3
['MUSE 453 - Tchg Intern Spec & Elem Music'],"['Fulfills the required internship teaching assignment for elementary music levels for the purposes of teacher licensure. Designed to provide students with an appropriate special music education setting by working with a cooperating teacher who has special music education training added to experience in elementary level music education. The student and cooperating teacher, with the approval of the university supervisor, devise a plan for the music education intern to assume full responsibility for the classroom(s) for a designated period of time during the semester. Course includes diversity content. Prerequisite(s): an appropriate ISAM course (MUSE 303 or 309), and Pre Student Teaching (MUSE 305). Pre- or corequisite(s): MUSE 405.']",School of Music,Undergraduate,10,0,Amanda Marie Vanausdall (P),13332,TBA,TBA,8/19/2024-12/12/2024,Main Campus,Experiential,TCI,3
['MUSE 469 - Tchg Internship Secondary Mus'],"['Student teaching internship at the secondary school level. Prerequisite(s): acceptance into teacher education, methods in the subject area, MUSE 305 with a B- or better, 2.500 GPA in the major. Pre- or corequisite(s): MUSE 405.']",School of Music,Undergraduate,10,0,Amanda Marie Vanausdall (P),13779,TBA,TBA,8/19/2024-12/12/2024,Main Campus,Experiential,TCI,3
['MUSE 481 - Cooperative Education'],"[""Academic program that expands a student's learning experiences through paid employment in a supervised educational work setting related to the student's major field of study or career focus. Repeatable for credit. Prerequisite(s): successful completion of the freshman year and satisfactory academic standing prior to the first job assignment.""]",School of Music,Undergraduate,5,0,Steven R Oare (P),10385,TBA,TBA,8/19/2024-12/12/2024,Main Campus,Experiential,CPI,1
['MUSE 511 - Jazz Pedagogy'],"[""For both music education and music performance majors interested in teaching improvisation, jazz history, and large and small jazz ensembles. Includes a review of current jazz methods and materials, rehearsal techniques for jazz ensembles, how to listen to jazz, lectures by visiting jazz performers, and effective jazz programming. Prerequisite(s): completion of MUSC 228 or instructor's consent.""]",School of Music,Undergraduate and Graduate,15,0,William Patrick Flynn (P),16595,11:00 AM - 11:50 AM,TR,8/19/2024-12/12/2024,Main Campus Duerksen Fine Arts Center C104,Lecture,TCI,2
['MUSE 611 - Music for Special Education'],"['Open to upper-division or graduate students and intended for the potential practicing music teacher, classroom teacher or special education teacher. Includes identification of dysfunctioning children and their problems and current theory and practices in special music education. Satisfies the requirement, effective September 1, 1981, that applicants for initial certification or renewal of secondary and/or elementary certification shall present a survey course, or equivalent content from other courses, in the subject area of exceptional children. This provision applies to initial certification and recertification of music teachers only, grades K-12.']",School of Music,Undergraduate and Graduate,25,0,Elaine D Bernstorf (P),10556,11:00 AM - 12:20 PM,TR,8/19/2024-12/12/2024,Main Campus Duerksen Fine Arts Center B102,Lecture,TCI,2
['MUSE 686 - Marching Band Techniques'],"['A systematic approach to the marching band with regard to organization, show development, instrumentation, music adaptation, drill construction and script development. Teaches both traditional drill and corps-style marching using manual methods and computer generated graphics. Field observations, films, photographs, and live performances by marching bands complement the class syllabus. Required for all instrumental majors.']",School of Music,Undergraduate and Graduate,15,0,Lucas Andrew Hulett (P),10386,12:30 PM - 01:20 PM,TR,8/19/2024-12/12/2024,Main Campus Duerksen Fine Arts Center B202,Lecture,TCI,2
['MUSE 750U - Hillside Connect'],['Individually supervised research and application opportunities for advanced students who are completing a WSU sponsored music workshop or other appropriate professional development. Repeatable for up to 4 credit hours.'],School of Music,Undergraduate and Graduate,20,0,Thomas R Wine (P),11855,TBA,TBA,8/19/2024-10/9/2024,Main Campus,Workshop,TCI,1
['MUSE 790C - Choral Rehearsal Techniques'],['Studies techniques of ensembles and examines literature for large and small ensembles. Analysis of rehearsal techniques and materials appropriate to specific levels of development also occurs.'],School of Music,Undergraduate and Graduate,5,0,Thomas R Wine (P),12979,08:00 AM - 09:15 AM,F,8/19/2024-12/12/2024,Main Campus Duerksen Fine Arts Center B201,Activity Course,TCI,2
['MUSE 823 - Spec Music Ed Practicum'],['For special music education MME candidates only. Supervised teaching in special education classrooms. A companion course to MUSE 822; gives the MME special education candidate experience in teaching in special education classrooms. Pre- or corequisite(s): MUSE 822.'],School of Music,Graduate,10,0,Elaine D Bernstorf (P),10558,05:30 PM - 07:50 PM,R,8/19/2024-12/12/2024,Main Campus Duerksen Fine Arts Center B103,Experiential,CPI,3
['MUSE 841 - Spec Project in Music Educ'],"[""Individually supervised study or research emphasizing the student's personal needs. Repeatable for credit. Prerequisite(s): instructor's consent.""]",School of Music,Graduate,5,0,Steven R Oare (P),10388,TBA,TBA,8/19/2024-12/12/2024,Main Campus,Appointment Course,TCI,3
['MUSE 842 - Spec Project in Music Educ'],"[""Individually supervised study or research emphasizing the student's personal needs. Repeatable for credit. Prerequisite(s): instructor's consent.""]",School of Music,Graduate,5,0,Elaine D Bernstorf (P),10389,TBA,TBA,8/19/2024-12/12/2024,Main Campus,Appointment Course,TCI,2
['MUSE 853 - Research Design and Methods'],"['Includes historical, philosophical, qualitative, quantitative, meta-analysis and action research. Prepares graduate students to reflectively analyze research related to learning theory, curriculum and administrative topics associated with relevant arts education applications. Prerequisite(s): graduate status.']",School of Music,Graduate,10,0,Elaine D Bernstorf (P),12702,05:30 PM - 08:30 PM,T,8/19/2024-12/12/2024,Main Campus Duerksen Fine Arts Center B103,Seminar,TCI,3
['MUSE 854 - Terminal Project in Music Educ'],['Continued application of techniques of research. Requires the completion of a major research project. May be selected as the MME terminal requirement for specified programs. Prerequisite(s): MUSC 852.'],School of Music,Graduate,2,0,Steven R Oare (P),11371,TBA,TBA,8/19/2024-12/12/2024,Main Campus,Seminar,TCI,3
['MUSE 871 - History/Philos Music Educ'],['A study of historical trends and contemporary philosophies relevant to music education. Prerequisite(s): MUSE 855.'],School of Music,Graduate,25,0,Steven R Oare (P),11888,05:30 PM - 08:30 PM,M,8/19/2024-12/12/2024,Main Campus Duerksen Fine Arts Center B102,Lecture,TCI,3
['MUSP 105 - Recital Attendance'],"['Recital attendance and performance. Laboratory observation of performance media, literature and recital techniques. Election is required for BA and BM majors according to the requirements of the degree check sheet at the time of enrollment. Repeatable.']",School of Music,Undergraduate,200,0,Timothy M Shade (P),11128,TBA,TBA,8/19/2024-12/12/2024,Main Campus,Activity Course,TCI,0
['MUSP 122 - English Diction'],['For the vocal performer. Includes a comprehensive study of English consonant and vowel sounds.'],School of Music,Undergraduate,15,0,Michael Lane Sylvester (P),10397,09:30 AM - 10:20 AM,F,8/19/2024-12/12/2024,Main Campus Duerksen Fine Arts Center B201,Lecture,TCI,1
['MUSP 148 - Dbl Reed Making/Adjusting'],"[""Making and adjusting oboe, English horn and bassoon reeds. Repeatable for credit. Prerequisite(s): MUSE 238 or instructor's consent.""]",School of Music,Undergraduate,10,0,Zachary A Hague (P),10398,TBA,TBA,8/19/2024-12/12/2024,Main Campus,Activity Course,TCI,1
['MUSP 149 - Perc Techniques & Section Play'],"[""Provides training in small instruments and development of the percussionist's understanding of section playing. Repeatable for credit.""]",School of Music,Undergraduate,8,0,Gerald Alan Scholl (P),14324,12:30 PM - 01:20 PM,T,8/19/2024-12/12/2024,Main Campus Duerksen Fine Arts Center C007,Lecture,TCI,1
['MUSP 207 - Piano Repertoire'],['Gives performing and listening experience to piano majors. Repeatable for credit.'],School of Music,Undergraduate,20,0,Julie I Bees (P),10402,03:30 PM - 04:20 PM,W,8/19/2024-12/12/2024,Main Campus Duerksen Fine Arts Center C116,Activity Course,TCI,1
['MUSP 210B - Wind Ensemble'],"['An auditioned ensemble comprising the top wind, brass and percussion students enrolled at Wichita State University. The ensemble performs the highest quality literature written for the wind band and often engages soloists and premieres new music. Repeatable for credit. Prerequisite(s): audition required.']",School of Music,Undergraduate,50,0,Timothy M Shade (P),11219,02:30 PM - 03:20 PM,F,8/19/2024-12/12/2024,Main Campus Duerksen Fine Arts Center C104,Activity Course,TCI,0
['MUSP 211A - Orchestra'],"['Orchestra is an auditioned group of strings, brass, woodwinds and percussion that perform standard and contemporary literature. Repeatable for credit. Prerequisite(s): audition required.']",School of Music,Undergraduate,50,0,Mark A Laycock (P),11213,03:30 PM - 04:20 PM,F,8/19/2024-12/12/2024,Main Campus Duerksen Fine Arts Center C104,Activity Course,TCI,0
['MUSP 211D - ShockerChoir'],"[""Bass-voiced chorus made up of both music and nonmusic majors. The ensemble performs an eclectic mix of classical, folk and popular music, reflecting the diverse musical interests of its members. ShockerChoir performs annual fall and spring concerts, participates in the Candlelight Christmas concert, and performs as part of athletic, academic and social functions throughout WSU's campus. ShockerChoir is open to singers campus-wide who desire a quality bass choir experience through meaningful repertoire, collegiality and excellent performance. Repeatable for credit.""]",School of Music,Undergraduate,50,0,Thomas R Wine (P),15586,12:30 PM - 01:45 PM,MW,8/19/2024-12/12/2024,Main Campus Duerksen Fine Arts Center C107,Activity Course,TCI,0
['MUSP 211J - Piano Accompanying'],['Study of making music with a person(s) of a different performing medium. Techniques for improving sight reading skills and ensemble playing may be explored. Repeatable for credit. Prerequisite(s): audition required.'],School of Music,Undergraduate,15,0,Warren David Kim (P),10408,02:30 PM - 03:20 PM,R,8/19/2024-12/12/2024,Main Campus Duerksen Fine Arts Center C116,Activity Course,TCI,1
['MUSP 211K - Opera Theatre'],"['Provides the opportunity for students to gain performance experience as a chorus member in fully staged, high quality productions of a diverse repertory with orchestral accompaniment. Repeatable for credit. Prerequisite(s): audition required.']",School of Music,Undergraduate,30,0,Alan Jay Held (P),10409,03:30 PM - 06:30 PM,MTWRF,8/19/2024-12/12/2024,Main Campus Duerksen Fine Arts Center C009,Activity Course,TCI,1
['MUSP 211L - Madrigal Singers'],"['A select mixed ensemble of 16-20 voices, open by audition to all members of the WSU community. The ensemble specializes in chamber choral works and presents the annual Madrigal Dinner Renaissance Feaste. They also perform in the annual Candlelight Christmas Concert, and tour and collaborate with other chamber musicians and artists. Repeatable for credit. Prerequisite(s): audition required.']",School of Music,Undergraduate,15,0,Ryan N Beeken (P),15580,02:00 PM - 03:15 PM,MW,8/19/2024-12/12/2024,Main Campus Duerksen Fine Arts Center C107,Activity Course,TCI,0
['MUSP 211M - Jazz Combo'],['Auditioned ensemble that focuses on the study of playing in a small group jazz setting. Focuses on arranging and improvisation as well as the study of jazz standards. Repeatable for credit.'],School of Music,Undergraduate,20,0,William Patrick Flynn (P),13919,12:30 PM - 01:20 PM,TR,8/19/2024-12/12/2024,Main Campus Duerksen Fine Arts Center C038,Activity Course,TCI,1
['MUSP 211N - Woodwind Ensemble'],['An ensemble course to develop essential skills for practice and performance of woodwind chamber music. Standard and contemporary literature is explored. Repeatable for credit. Prerequisite(s): audition required.'],School of Music,Undergraduate,20,0,Rachelle M Goter (P),10412,TBA,TBA,8/19/2024-12/12/2024,Main Campus,Activity Course,TCI,1
['MUSP 211O - Saxophone Quartet'],['An ensemble course to develop essential skills for practice and performance of saxophone quartet music. Standard and contemporary literature is explored. Repeatable for credit. Prerequisite(s): audition required.'],School of Music,Undergraduate,10,0,James Dante Pisano (P),15543,TBA,TBA,8/19/2024-12/12/2024,Main Campus,Activity Course,TCI,1
['MUSP 211P - Brass Chamber Ensemble'],['An ensemble course to develop essential skills for practice and performance of brass chamber music. Standard and contemporary literature is explored. Repeatable for credit. Prerequisite(s): audition required.'],School of Music,Undergraduate,20,0,Jeb Michel Wallace (P),10416,TBA,TBA,8/19/2024-12/12/2024,Main Campus,Activity Course,TCI,1
['MUSP 211R - Percussion Ensemble'],['An auditioned ensemble that focuses on the practice and performance of repertoire written for percussion. Also known as Impulse Percussion Group. Repeatable for credit. Prerequisite(s): audition required.'],School of Music,Undergraduate,30,0,Gerald Alan Scholl (P),10417,07:00 PM - 10:00 PM,M,8/19/2024-12/12/2024,Main Campus Duerksen Fine Arts Center C007,Activity Course,TCI,1
['MUSP 211T - Jazz Arts Ensemble 1'],['Auditioned ensemble that focuses on the advanced study of jazz big-band repertoire. Artist level preparation required. Repeatable for credit. Prerequisite(s): audition required.'],School of Music,Undergraduate,30,0,James Dante Pisano (P),11239,12:30 PM - 01:20 PM,F,8/19/2024-12/12/2024,Main Campus Duerksen Fine Arts Center C104,Activity Course,TCI,0
