Title,Description,Department,Levels,Class Quota,Waitlist Maximum,Instructor,CRN,Time,Days,Date,Where,Course Type,Method,Credit Hours
['SMGT 511 - Selling in Sport Industry'],['Examines both the theory and the practical application of sales and promotions in the sports industry. Students learn a process for sales and use that process in a real-life sales exercise. Students are introduced to methods of sales management. The class conducts sales projects for local sports organizations for practical experience and application of theory.'],Sport and Leadership Studies,Undergraduate and Graduate,30,10,Courtney  Calder (P),22401,TBA,TBA,1/21/2025-5/15/2025,Online,Lecture,OLA,3
['SMGT 520 - Sport Tourn/Event Mgmt'],"['Examines the processes, methods and practices involved in sport event management, including sport tournaments, sports team events and individual sporting events. Students completing this class should feel prepared to initiate and execute a sport event on their own. Prerequisite(s): SMGT 112 or graduate standing.']",Sport and Leadership Studies,Undergraduate and Graduate,30,10,Nicholas Ryan Taylor (P),22409,04:15 PM - 06:55 PM,M,1/21/2025-5/15/2025,Main Campus R.D. Hubbard Hall 220,Lecture,HYB1,3
['SMGT 525 - Sport Facility Management'],"['Focuses on various aspects of facility management, such as mission development, funding and budget, site selection/planning/design, floor surfaces, risk management, equipment purchase and maintenance, and personnel management. Prerequisite(s): SMGT 112 or graduate standing.']",Sport and Leadership Studies,Undergraduate and Graduate,30,0,John Boswell Lee (P),20969,12:30 PM - 01:45 PM,MW,1/21/2025-5/15/2025,Main Campus R.D. Hubbard Hall 229,Lecture,TCI,3
['SMGT 545 - Sport Governance and Policy'],"['Discusses the fundamental aspects of management and administration within any sport-related organization. Students are exposed to key industry concepts such as strategic management, ethics and event planning activities, in addition to governance and policy related topics such as scholastic, intercollegiate and amateur sport.']",Sport and Leadership Studies,Undergraduate and Graduate,30,10,Kayla Marie Klein (P),20970,11:00 AM - 12:15 PM,MW,1/21/2025-5/15/2025,Online,Lecture,OLS,3
['SMGT 801 - Management In Sport'],"['Initial introduction into the administration of sport in public schools, institutions of higher education, and commercial and professional sport organizations. Learn about the various components of sports administration by reading appropriate materials and entering into dialogue with practicing administrators.']",Sport and Leadership Studies,Graduate,30,10,Jeffrey S Noble (P),22120,TBA,TBA,1/21/2025-3/12/2025,Online,Lecture,OLA,3
['SMGT 803 - Sport Marketing'],"['Focuses on the application of marketing principles in a sport-related setting. Addresses such content areas as corporate sponsorships, ticket sales, broadcast agreements, promotional events, and direct marketing in the sport entertainment, sport participation and sporting goods sectors of the industry.']",Sport and Leadership Studies,Graduate,30,10,Wonyoung  Kim (P),21088,TBA,TBA,3/13/2025-5/8/2025,Online,Lecture,OLA,3
['SMGT 811 - Sport in Society'],"['Examines the impact of sport and physical activity on American culture from a variety of disciplines and perspectives. The course focuses on the individual, organizational or community, and social impacts of sport and physical activity participation. Course includes diversity content.']",Sport and Leadership Studies,Graduate,25,10,TBA,25314,TBA,TBA,3/13/2025-5/8/2025,Online,Lecture,OLA,3
['SMGT 812 - Ethics & Legal Issue Sport'],"['Provides students with the knowledge, understanding and application of how both ethical and legal issues influence the sport industry. In addition, content knowledge, application, case studies and class discussions focus on the identification and development of problem solving and decision making within the sport industry.']",Sport and Leadership Studies,Graduate,30,10,Richard Michael Ross (P),25315,TBA,TBA,1/21/2025-3/12/2025,Online,Lecture,OLA,3
['SMGT 822 - Communication in Sport'],"[""A sport organization's success is largely dependent on the degree to which it can effectively communicate with key constituents. Addresses a variety of communication-related topics, including public relations management, image, media relations and community relations.""]",Sport and Leadership Studies,Graduate,30,10,G Clayton Stoldt (P),24581,TBA,TBA,3/13/2025-5/8/2025,Online,Lecture,OLA,3
['SMGT 847 - Internship'],"[""Internship in selected areas of specialization in sport management for a total of at least 600 hours. Prerequisite(s): 9 credits hours completed toward the plan of study, 3.000 or better GPA, and advisor's consent.""]",Sport and Leadership Studies,Graduate,10,0,Wonyoung  Kim (P),21009,TBA,TBA,1/21/2025-5/15/2025,Outside Of Wichita,Experiential,CPI,3
['SOC 111 - Introduction to Sociology'],"['General education social and behavioral sciences course. Introduces basic concepts, propositions and theoretical approaches of sociology, including elementary methods of studying social phenomena. The basic course for students who intend to take additional courses in sociology. This is a Kansas Systemwide Transfer Course.']",Sociology,Undergraduate,35,5,Tisha  Whitehead (P),20539,12:30 PM - 01:45 PM,MW,1/21/2025-5/15/2025,Main Campus Lindquist Hall 326,Lecture,TCI,3
['SOC 306 - Intro to Gender Studies'],"['General education social and behavioral sciences course. Cross-listed as WOMS 306. Introduces the sociology of gender. Explores how gender is socially constructed through culture, everyday interactions, the media, and institutions such as the family, education and work. Considers the consequences of gender for relationships, sexuality, economic opportunity and well-being, with a goal of connecting theory and research on gender to personal experiences. Examines how gender intersects with other forms of social inequality, including race, social class and sexual orientation. Course includes diversity content.']",Sociology,Undergraduate,30,0,Jennifer D Pearson (P),22483,11:00 AM - 12:15 PM,TR,1/21/2025-5/15/2025,Main Campus Woolsey Hall 134,Lecture,TCI,3
['SOC 308 - Relationship Problems'],"['Looks at different relationship types and the common problems found in such relationships. Course has practical information about how to avoid the pitfalls of close relationships. Students are exposed to romantic relations, friendships, family and co-worker relationship types and look at how these relationships are affected by such variables as gender, power, conflict, communication and boundary problems.']",Sociology,Undergraduate,30,5,Tisha  Whitehead (P),26104,TBA,TBA,1/21/2025-5/15/2025,Online,Lecture,OLA,3
['SOC 311 - Intro to Sociological Theory'],['Comprehensive survey of classical sociological theory. Emphasizes theories relevant to the development of sociology. Prerequisite(s): SOC 111.'],Sociology,Undergraduate,20,0,Charles S Koeber (P),23197,11:00 AM - 12:15 PM,TR,1/21/2025-5/15/2025,Main Campus Jabara Hall 261,Lecture,TCI,3
['SOC 316 - Men and Masculinities'],"[""General education social and behavioral sciences course. Cross-listed as WOMS 316. Presents the sociological perspective on contemporary masculinities. Students are exposed to developmental changes in masculinity across the life course and such topics as: masculine socialization, race/ethnicity variations, work, relationships, sexualities, media, family and the men's movement. Course includes diversity content.""]",Sociology,Undergraduate,25,0,Jodie C Simon (P),23196,02:00 PM - 03:15 PM,W,1/21/2025-5/15/2025,Online,Lecture,OLS,3
['SOC 326 - Sociology of Race & Ethnicity'],"['General education social and behavioral sciences course. Examines the overlapping concepts of culture, race and ethnicity from a sociological perspective in order to foster an understanding of race as both a category of social organization and social stratification among ethnic groups that make up American culture today. Course unpacks the intersecting contexts in which race relations are socially constructed and regulated at the micro and macro levels. Controversial topics, such as affirmative action, as well as theories of discrimination, and resistance strategies are discussed and analyzed. Course includes diversity content. Prerequisite(s): SOC 111.']",Sociology,Undergraduate,35,5,Shirlene Yvonne Small (P),26102,12:30 PM - 01:45 PM,TR,1/21/2025-5/15/2025,Main Campus Lindquist Hall 326,Lecture,TCI,3
['SOC 330 - Social Inequality'],"['General education social and behavioral sciences course. Analyzes class, status and inequality in various societies especially in the United States. Also includes the relationship of social inequality to various social institutions. Course includes diversity content.']",Sociology,Undergraduate,40,5,Chase M Billingham (P),23522,11:00 AM - 12:15 PM,MW,1/21/2025-5/15/2025,Main Campus Lindquist Hall 326,Lecture,TCI,3
['SOC 332 - Media Thru a Sociological Lens'],"['General education social and behavioral sciences course. Presents the sociological perspective on the institution of Media. Students are encouraged to examine their own reflexivity (personal world view) within the influence of a society that is immersed “from cradle to grave” in media. By examining the major theoretical frameworks of sociological theory and applying them to a rich analysis of many modes of media (film, television, video games, social networks, etc.) students engage in an introduction to the field of visual sociology. Students exit the class with media literacy and a better understanding of this major institution of socialization.']",Sociology,Undergraduate,30,5,Jodie C Simon (P),24623,11:00 AM - 12:15 PM,MW,1/21/2025-5/15/2025,Main Campus Jabara Hall 261,Lecture,TCI,3
"[""SOC 337 - Young Women's Health""]","[""General education social and behavioral sciences course. Examines topics in young women's health in the United States. Explores the intersections of physical, emotional, social, economic, intellectual and spiritual health. Based on a developmental approach, it traces the underpinnings of health from childhood to adolescence and young adulthood. Students leave this class with the knowledge to enhance their own health and well-being.""]",Sociology,Undergraduate,40,5,Jodie L Hertzog (P),23984,TBA,TBA,1/21/2025-5/15/2025,Online,Lecture,OLA,3
['SOC 338 - Health & Lifestyle'],['General education social and behavioral sciences course. Examines the component dimensions of health and the societal-level factors and lifestyle choices that influence health across the life span.'],Sociology,Undergraduate,35,5,Alyssa Anne Lynne-Joseph (P),24622,TBA,TBA,1/21/2025-5/15/2025,Online,Lecture,OLA,3
['SOC 397 - Social Epidemiology'],"['Focuses on how social processes are fundamentally linked to the health of populations and/or individuals. Social epidemiology considers social, psychological, biological and medical determinants of disease and health using a multidisciplinary approach to analyze and explain complex contemporary social issues. Additionally, this course emphasizes the role of social determinants of health, such as socioeconomic status and/or race/ethnicity in relation to health equity. The course also analyzes the social determinants of health and how society makes individuals sick and/or healthy. Addressing not only the existing evidence of health/racial disparities, identification of new disease risk factors (e.g., deficient social capital) as well as how well-known exposures (e.g., cigarette smoking, lead paint, health insurance) emerge, promote or undermine the health of populations and are maintained by the social system. Course includes diversity content.']",Sociology,Undergraduate,25,5,Shirlene Yvonne Small (P),25326,TBA,TBA,1/21/2025-3/12/2025,Online,Lecture,OLA,3
['SOC 405 - Sociology of Aging'],"['General education social and behavioral sciences course. Cross-listed as PHS 405. Analyzes the social dimensions of old age, including changing demographic structures, role changes and their impact on society.']",Sociology,Undergraduate,20,0,Twyla J Hill (P),25327,11:00 AM - 12:15 PM,TR,1/21/2025-5/15/2025,Main Campus Heskett Center 207,Lecture,TCI,3
['SOC 481 - Cooperative Education'],"[""Academic program that expands a student's learning experiences through paid employment in a supervised educational work setting related to the student's major field of study or career focus. Prerequisite(s): instructor's consent.""]",Sociology,Undergraduate,5,0,Charles S Koeber (P),20543,TBA,TBA,1/21/2025-5/15/2025,Main Campus,Experiential,CPI,1
['SOC 514 - Sociology Capstone'],"['Capstone experience designed to provide students an opportunity to integrate the knowledge, skills and insights they’ve developed as emerging Sociologists. While specific sociological topic areas may vary from semester to semester, the course exposes students to current research and perspectives while providing opportunities to engage in sociological practice by applying the tools of the discipline to a relevant social phenomenon and drawing links between the classroom and potential careers. For undergraduate credit only. Pre- or corequisite(s): SOC 111, 311, 312, 313.']",Sociology,Undergraduate and Graduate,20,5,Charles S Koeber (P),23198,09:30 AM - 10:45 AM,TR,1/21/2025-5/15/2025,Main Campus Jabara Hall 261,Seminar,TCI,3
['SOC 515 - Family Diversity'],"['General education social and behavioral sciences course. Analyzes the varieties of family forms in the U.S. with particular emphasis on the intersection of gender, race/ethnicity, social class and sexual orientation. Attention is given to the reciprocal effects of families and their social environments, and the impact of public policies on families. Course includes diversity content.']",Sociology,Undergraduate and Graduate,25,5,Jodie L Hertzog (P),24620,02:00 PM - 03:15 PM,T,1/21/2025-5/15/2025,Online,Lecture,OLS,3
['SOC 537 - Social Conseq of Disability'],"['An eclectic survey of the social aspects of disability showing the impact of social values, institutions and policies upon adults with disabilities. Appropriate for both students of sociology and the service professions. Course includes diversity content. Prerequisite(s): SOC 111.']",Sociology,Undergraduate and Graduate,20,5,Shirlene Yvonne Small (P),26103,TBA,TBA,3/13/2025-5/8/2025,Online,Lecture,OLA,3
['SOC 543 - Aging and Public Policy'],"['Seminar-style course explores the impact of an aging population on social institutions, covers the history of American aging policies, the organization and financing of health care for the elderly, and discusses policy analysis as an evaluation tool for comparing public approaches to responding to the needs of an increasingly diverse aging population. Considers the process of policy formation, identifies key players and interest groups, and contrasts political ideologies regarding federal, state and private responsibilities for older people. Emphasizes Social Security, the Older Americans Act, Medicare and Medicaid as policy examples. Also looks at the potential contributions of the older population to society (volunteer services, provision of family care, etc.) as affecting and affected by policy. Course includes diversity content.']",Sociology,Undergraduate and Graduate,20,5,Twyla J Hill (P),25328,TBA,TBA,1/21/2025-3/12/2025,Online,Lecture,OLA,3
['SOC 651 - Directed Research'],"[""Gives the student further research skills in an area of special interest. All students are under the direction of a member of the graduate faculty who guides them in developing research skills. Prerequisite(s): SOC 512 or equivalent and instructor's consent.""]",Sociology,Undergraduate and Graduate,2,0,Chase M Billingham (P),20556,TBA,TBA,1/21/2025-5/15/2025,Main Campus,Appointment Course,CPI,2
['SOC 670 - Independent Reading'],"[""For the advanced student capable of doing independent work in an area of special interest. Prerequisite(s): 15 hours of sociology and instructor's consent.""]",Sociology,Undergraduate and Graduate,3,0,Chase M Billingham (P),20558,TBA,TBA,1/21/2025-5/15/2025,Main Campus,Appointment Course,CPI,2
['SOC 811 - Adv Research: Quant Methods'],"['Seminar course designed to provide graduate students with the conceptual tools and methodological skills needed to conduct quantitative sociological research. Students are introduced to sampling, measurement and data management issues. In addition, students gain experience with statistical software packages using large-scale data sets. Prerequisite(s): departmental consent.']",Sociology,Graduate,5,0,Jennifer D Pearson (P),21518,02:00 PM - 05:00 PM,T,1/21/2025-5/15/2025,Main Campus Lindquist Hall 406,Seminar,TCI,3
['SOC 845 - Sem Sociological Theory'],"[""A comprehensive survey of contemporary sociological theories and their classical roots. Emphasis on theories applicable to students'  thesis and nonthesis projects. Generally offered spring semester only. Prerequisite(s): departmental consent.""]",Sociology,Graduate,5,0,Chase M Billingham (P),21310,02:00 PM - 05:00 PM,W,1/21/2025-5/15/2025,Main Campus Lindquist Hall 406,Seminar,TCI,3
['SOC 851 - Directed Project'],['A project conducted under the supervision of an academic adviser for the nonthesis option. Requires the completion of a written report and an oral presentation of the research to the faculty. Prerequisite(s): consent of academic adviser.'],Sociology,Graduate,2,0,Chase M Billingham (P),20555,TBA,TBA,1/21/2025-5/15/2025,Main Campus,Individual Research,CPI,1
['SOC 870 - Independent Reading'],['Advanced systematic reading in a topical area under the tutorship of a member of the graduate faculty. Repeatable for a total of 6 credit hours. Prerequisite(s): departmental consent.'],Sociology,Graduate,2,0,Charles S Koeber (P),20561,TBA,TBA,1/21/2025-5/15/2025,Main Campus,Appointment Course,CPI,1
['SOC 875 - Thesis'],['Student-driven research experience to address a specific research question. Potential topics should be formulated by the student and discussed with their advisor. Repeatable for credit.'],Sociology,Graduate,2,0,Chase M Billingham (P),20563,TBA,TBA,1/21/2025-5/15/2025,Main Campus,Individual Research,CPI,1
['SOC 876 - Thesis'],['Student-driven research experience to address a specific research question. Potential topics should be formulated by the student and discussed with their advisor. Repeatable for credit.'],Sociology,Graduate,2,0,Jennifer D Pearson (P),20566,TBA,TBA,1/21/2025-5/15/2025,Main Campus,Individual Research,CPI,3
['SPAN 104 - Introductory Spanish'],"['Students develop listening, speaking, reading and writing skills in the target language and gain awareness of the structure of the Spanish language and of the diversity of cultures in the Spanish-speaking world. Besides work in the classroom, computer-based assignments to be completed outside of class are required. Intended for students with no previous formal instruction in Spanish. Anyone with previous instruction must take the placement exam and are admitted to 104 only if the placement score does not qualify the student for SPAN 105. Course includes diversity content.']",Modern and Classical Lang/Lit,Undergraduate,25,0,TBA,26470,09:30 AM - 10:45 AM,MTWR,1/21/2025-3/12/2025,Main Campus Jardine Hall 308,Lecture,TCI,3
['SPAN 105 - Elementary Spanish I'],"['Students continue to develop the four basic skills in the target language (listening, speaking, reading and writing) and gain cultural awareness and communicative skills in a range of social situations. Besides work in the classroom, computer-based assignments to be completed outside of class are required. Course includes diversity content. Prerequisite(s): SPAN 104 or qualifying score on departmental placement exam.']",Modern and Classical Lang/Lit,Undergraduate,25,0,TBA,26474,09:30 AM - 10:45 AM,MTWR,3/13/2025-5/8/2025,Main Campus Jardine Hall 308,Lecture,TCI,3
['SPAN 106 - Elementary Spanish II'],"['Students engage in culturally appropriate communicative tasks in different registers and situations to further develop listening, speaking, reading and writing skills. Besides work in the classroom, computer-based assignments to be completed outside of class are required. Course includes diversity content. Prerequisite(s): SPAN 105 or qualifying score on departmental placement exam.']",Modern and Classical Lang/Lit,Undergraduate,25,0,TBA,26491,09:30 AM - 10:45 AM,MTWR,1/21/2025-3/12/2025,Main Campus Jardine Hall 309,Lecture,TCI,3
['SPAN 204 - Intermediate Spanish'],"['General education humanities course. Students expand their knowledge of the Spanish-speaking world and enhance proficiency in expressing personal meaning in culturally appropriate language. Grammatical elements and practical vocabulary coalesce through conversational practice; routine complications are resolved with greater ease in the target language. Besides work in the classroom, computer-based assignments to be completed outside of class are required. Course includes diversity content. Prerequisite(s): SPAN 106 or qualifying score on departmental placement exam.']",Modern and Classical Lang/Lit,Undergraduate,25,0,TBA,26495,09:30 AM - 10:45 AM,MTWR,3/13/2025-5/8/2025,Main Campus Jardine Hall 309,Lecture,TCI,3
['SPAN 212 - Spanish for Law Enforcement'],"['Accelerated course focusing on the real-world Spanish language needs of preservice and in-service law enforcement officers. Provides intensive practice in comprehension and production of spoken Spanish in transactional law enforcement situations. Develops some reading and writing skills; the main goal, however is content-specific listening and speaking proficiency. Also aims to prepare students to practice law enforcement in a culturally-sensitive manner. Substitutes as SPAN 204 for criminal justice majors only to meet the LAS world language requirement.']",Modern and Classical Lang/Lit,Undergraduate,25,0,TBA,26499,06:00 PM - 08:20 PM,MW,1/21/2025-5/15/2025,Main Campus Jardine Hall 306,Lecture,TCI,5
['SPAN 220 - Interm Span Gram/Comp'],"['Review of all major tenses in Spanish and the three moods (indicative, subjunctive, imperative); in-depth exploration of structural elements of the language including pronouns, adjectives, adverbs, prepositions and comparisons; special emphasis on written Spanish through composition writing. As grammar review, this course differs in approach and pace from SPAN 111-210. Prerequisite(s): SPAN 210 or qualifying score on departmental placement exam (score remains valid one year from date of exam).']",Modern and Classical Lang/Lit,Undergraduate,25,0,Colleen Denise Scott (P),26501,11:00 AM - 12:15 PM,TR,1/21/2025-5/15/2025,Main Campus McKinley Hall 108,Lecture,TCI,3
['SPAN 220H - Interm Span Gram/Comp Honors'],"['Review of all major tenses in Spanish and the three moods (indicative, subjunctive, imperative); in-depth exploration of structural elements of the language including pronouns, adjectives, adverbs, prepositions and comparisons; special emphasis on written Spanish through composition writing. As grammar review, this course differs in approach and pace from SPAN 111-210. Prerequisite(s): SPAN 210 or qualifying score on departmental placement exam (score remains valid one year from date of exam).']",Modern and Classical Lang/Lit,Undergraduate,5,0,Colleen Denise Scott (P),26502,11:00 AM - 12:15 PM,TR,1/21/2025-5/15/2025,Main Campus McKinley Hall 108,Lecture,TCI,3
['SPAN 321 - Span Grammar/Comp Heritage Spk'],"['Focuses on writing skills, spelling and selected grammar points. For students who grew up speaking Spanish at home but have not studied the language formally, and students who have had extensive experience in an immersion context. Course includes diversity content. Course includes service-learning content. Prerequisite(s): self-identification and qualifying score on departmental placement exam (score remains valid one year from date of exam).']",Modern and Classical Lang/Lit,Undergraduate,25,0,Cuitlahuac  Chavez (P),23795,11:00 AM - 12:15 PM,TR,1/21/2025-5/15/2025,Main Campus Lindquist Hall 113,Lecture,TCI,3
['SPAN 323 - Selected Span Readings'],"['General education humanities course. Intensive reading of Latin-American and Spanish literary works. Also includes outside readings and reports. Course satisfies the LAS literature requirement. Prerequisite(s): SPAN 210, or three units of high school Spanish, or departmental consent.']",Modern and Classical Lang/Lit,Undergraduate,25,5,Cuitlahuac  Chavez (P),23788,09:30 AM - 10:45 AM,TR,1/21/2025-5/15/2025,Main Campus Lindquist Hall 113,Lecture,TCI,3
['SPAN 323H - Selected Span Readings Honors'],"['General education humanities course. Intensive reading of Latin-American and Spanish literary works. Also includes outside readings and reports. Course satisfies the LAS literature requirement. Prerequisite(s): SPAN 210, or three units of high school Spanish, or departmental consent.']",Modern and Classical Lang/Lit,Undergraduate,5,0,Julie Marie Henderson (P),23790,11:00 AM - 12:15 PM,MW,1/21/2025-5/15/2025,Main Campus Woolsey Hall 334,Lecture,TCI,3
['SPAN 325 - Inter Span Conversation'],"['Develops aural and oral proficiency through listening, vocabulary building, culturally appropriate communication strategies and pronunciation practice in an immersion environment. Prerequisite(s): SPAN 210 or qualifying score on departmental placement exam (score remains valid one year from date of exam).']",Modern and Classical Lang/Lit,Undergraduate,25,0,Cuitlahuac  Chavez (P),22281,11:00 AM - 12:15 PM,MW,1/21/2025-5/15/2025,Main Campus Lindquist Hall 113,Lecture,TCI,3
['SPAN 400 - Interm Spanish Readings'],['General education humanities course. Intensive reading and analysis of Spanish literary works of all periods. Course satisfies the LAS literature requirement. Prerequisite(s): SPAN 323 or departmental consent.'],Modern and Classical Lang/Lit,Undergraduate,25,0,Edma Ixchel Delgado-Solorzano (P),23791,09:30 AM - 10:45 AM,MW,1/21/2025-5/15/2025,Main Campus Woolsey Hall 333,Lecture,TCI,3
['SPAN 481N - Internship'],"[""Complements and enhances the student's academic program by providing an opportunity to apply and acquire knowledge in a workplace environment as an intern. Prerequisite(s): departmental consent.""]",Modern and Classical Lang/Lit,Undergraduate,5,0,TBA,20573,TBA,TBA,1/21/2025-5/15/2025,Main Campus,Experiential,CPI,2
['SPAN 525 - Adv Spanish Conversation'],"['Provides students the opportunity to further develop aural and oral proficiency through listening, vocabulary building, culturally appropriate communication strategies, skits, presentations and pronunciation practice in an immersion environment. Prerequisite(s): SPAN 325 or departmental consent.']",Modern and Classical Lang/Lit,Undergraduate and Graduate,25,0,Rocio A Del Aguila (P),26507,09:30 AM - 10:45 AM,MW,1/21/2025-5/15/2025,Main Campus Woolsey Hall 225,Lecture,TCI,3
['SPAN 526 - Adv Spanish Gram/Comp'],"['Students develop the ability to utilize advanced grammatical structures, create advanced-level written texts and communicate successfully in written Spanish. Class activities include grammatical analysis and practice, writing assignments of varying length, and peer review. Prerequisite(s): SPAN 220 or SPAN 321 or departmental consent.']",Modern and Classical Lang/Lit,Undergraduate and Graduate,25,5,Seungjoo  Lee (P),20572,11:00 AM - 12:15 PM,TR,1/21/2025-5/15/2025,Main Campus Jardine Hall 308,Lecture,TCI,3
['SPAN 559 - Span for the Health Profession'],"['Gives students a fundamental background in the Spanish that is spoken in health care settings and explores health disparities affecting Latinos in the U.S. Through conversation practice, simulated situations, readings, vocabulary exercises, projects, oral interviews, etc., students learn to communicate in Spanish in a wide range of situations pertinent to health-related scenarios. While the course does review some grammatical concepts in Spanish, all grammar practice is studied in the context of the health care setting. Prerequisite(s): SPAN 526.']",Modern and Classical Lang/Lit,Undergraduate and Graduate,25,0,Edma Ixchel Delgado-Solorzano (P),26508,04:30 PM - 05:45 PM,MW,1/21/2025-5/15/2025,Main Campus McKinley Hall 227,Lecture,TCI,3
['SPAN 561 - Practicum in Span for the Prof'],"[""Service-learning course in which advanced students in the Spanish for the Professions program are matched with a community partner organization that has identified a need for professional-level Spanish language work. Students spend 45 or more hours using their Spanish language skills to meet the identified community need. Students develop a service-learning plan with a site preceptor at the community organization and participate in activities designed to prepare them to meet the needs of their site, meet regularly with the supervising Spanish professor, reflect critically on the community need they are addressing and on their own role in addressing this need, and reflect on their experiences with the partner organization and community members. Course includes diversity content.Prerequisite(s): SPAN 557, SPAN 558 and SPAN 559 or instructor's consent.""]",Modern and Classical Lang/Lit,Undergraduate and Graduate,5,0,Edma Ixchel Delgado-Solorzano (P),24446,TBA,TBA,1/21/2025-5/15/2025,Main Campus,Experiential,CPI,3
['SPAN 610 - Survey Span Medieval/Premd Lit'],"['Spanish literature from the beginning to 1700. Main currents of medieval and early Spanish literature. Topics include major authors, works and literary movements of the periods. Consists of analysis of short stories, poems, plays and other genres. Prerequisite(s): SPAN 400 or departmental consent.']",Modern and Classical Lang/Lit,Undergraduate and Graduate,25,0,Seungjoo  Lee (P),26572,06:00 PM - 07:15 PM,TR,1/21/2025-5/15/2025,Main Campus Lindquist Hall 109,Lecture,TCI,3
['SPAN 624 - Sem: Latin Amer Lit or Culture'],"['May focus on a literary genre, historic or artistic period, main historic figure or author, region or topic, including transnational or transatlantic phenomena. Repeatable for credit. Prerequisite(s): SPAN 400 or departmental consent.']",Modern and Classical Lang/Lit,Undergraduate and Graduate,25,0,Seungjoo  Lee (P),25571,06:00 PM - 07:15 PM,MW,1/21/2025-5/15/2025,Main Campus Lindquist Hall 111,Seminar,TCI,3
['SPAN 805 - Directed Readings Spanish'],"[""Readings vary according to the student's preparation. Includes preparation of reports, literary critiques and special projects in linguistics.""]",Modern and Classical Lang/Lit,Graduate,5,0,TBA,22703,TBA,TBA,1/21/2025-5/15/2025,Main Campus,Appointment Course,CPI,1
['SPED 617 - ECU Assmt & Methods: Preschool'],"['Provides knowledge, skills and dispositions for teacher candidates regarding development and learning at the preschool level (ages 3-5). Candidates learn to link theory and evidence-based practices to the preparation of the learning environment, the curriculum and instructional methods that are appropriate for all children. The course includes methods of screening and evaluation, adaptations and accommodations, and interventions to meet individual child needs, including those with exceptionalities. Course includes diversity content. Prerequisite(s): SPED 603.']","TA Paths, Literacy and Spec Ed",Undergraduate and Graduate,20,0,Kimberly Dawn Wilson (P),23985,TBA,TBA,1/21/2025-5/15/2025,Online,Lecture,OLA,3
['SPED 724 - Intro Stdnts with High Inc Dis'],"['An introduction to the characteristics, assessment, educational planning and initial instructional interventions needed to ensure students with high-incidence disabilities are able to access the general education curriculum and make meaningful educational progress in school. Curriculum resources and inclusive intervention strategies for students with high-incidence disabilities are introduced with emphasis on tiered planning and implementation. Course includes diversity content. Prerequisite(s): SPED 784.']","TA Paths, Literacy and Spec Ed",Undergraduate and Graduate,20,10,Reagan D Murnan (P),23986,TBA,TBA,1/21/2025-5/15/2025,Online,Lecture,OLA,3
['SPED 742 - Intro to Teach Low Incidence'],"['Examines introductory assessments, curriculum and instruction related to students with severe and multiple disabilities. Includes competencies for 1) developing individual educational plans, 2) assessment for culturally responsive models of instructional planning, 3) planning and delivering research-validated individualized instruction, 4) monitoring and basing instructional decisions on performance data, 5) managing safe and conductive learning environments, and 6) strategies for working with students with moderate to severe needs in general and special education environments. Course includes diversity content. Prerequisite(s): SPED 784.']","TA Paths, Literacy and Spec Ed",Undergraduate and Graduate,20,10,Rachel Ann Horn (P),23987,TBA,TBA,1/21/2025-5/15/2025,Online,Lecture,OLA,3
['SPED 757A - Seminar and Mentoring I'],"['Provides students with a network of cohort and instructor support where they share, discuss and reflect upon their teaching practices to assist in assuming the responsibilities of their position as a special education teacher during their first semester of employment. Topics are chosen by students and the instructor that focus on cultivating emotional resiliency, as well as practices that are foundational to beginning a career as a professional educator. The course is individualized to focus on the developmental needs of students. Course includes diversity content. Prerequisite(s): graduate standing.']","TA Paths, Literacy and Spec Ed",Undergraduate and Graduate,20,0,Rachel Ann Horn (P),24843,05:00 PM - 05:55 PM,W,1/25/2025-5/15/2025,Online,Seminar,OLS,1
['SPED 757B - Seminar and Mentoring II'],"['Provides students with a network of cohort and instructor support where they share, discuss and reflect upon their teaching practices to assist in continued professional growth during their first year as a special education teacher. Each course is individualized to focus on the developmental needs of candidates. Topics are chosen by students and the instructor that focus on cultivating emotional resiliency, as well as intermediate professional practices that are foundational to beginning a career as a professional educator. The course is individualized to focus on the developmental needs of students. \u202f Course includes diversity content. Prerequisite(s): SPED 757A.']","TA Paths, Literacy and Spec Ed",Undergraduate and Graduate,20,0,Rachel Ann Horn (P),24318,06:00 PM - 06:55 PM,W,1/25/2025-5/15/2025,Online,Seminar,OLS,1
['SPED 757C - Seminar and Mentoring III'],"['Provides students with a network of cohort and instructor support where they share, discuss and reflect upon their teaching practices to assist in continued professional growth during their second year as a special education teacher. The course is individualized to focus on the developmental needs of candidates. Topics are chosen by students and the instructor that focus on cultivating emotional resiliency, professional licensure exams, as well as advanced professional practices that are foundational to beginning a career as a professional educator. The course is individualized to focus on the developmental needs of students. Course includes diversity content. Prerequisite(s): SPED 757B.']","TA Paths, Literacy and Spec Ed",Undergraduate and Graduate,20,0,Rachel Ann Horn (P),24319,07:00 PM - 07:55 PM,W,1/25/2025-5/15/2025,Online,Seminar,OLS,1
